token_volume,semantic_redundancy,distractor_density,structural_coherence,freshness_spread,observed_loss,n_cells,model,offline,seed
8.401200000000001,60.391372661048415,94.11764705882352,2.0294117647058822,39.705882352941174,0.0,8,gemma4-ctx:latest,0,10000
6.3191999999999995,12.436204809267215,75.75757575757575,17.939393939393938,24.242424242424242,0.125,8,gemma4-ctx:latest,0,10001
35.736266666666666,92.53274898863417,89.58333333333334,7.875,2.083333333333333,0.75,8,gemma4-ctx:latest,0,10002
74.2596,90.66807510278477,80.55555555555556,55.0,44.44444444444444,1.0,8,gemma4-ctx:latest,0,10003
37.97813333333333,38.249387076822195,20.0,13.799999999999999,72.0,0.0,8,gemma4-ctx:latest,0,10004
8.8248,36.80775114737378,94.64285714285714,40.982142857142854,17.857142857142858,0.25,8,gemma4-ctx:latest,0,10005
69.60040000000001,87.42749304359594,92.5925925925926,49.08641975308642,37.03703703703704,1.0,8,gemma4-ctx:latest,0,10006
14.3244,75.50682751109994,87.09677419354838,45.935483870967744,12.903225806451612,0.125,8,gemma4-ctx:latest,0,10007
20.2266,59.01041203168105,88.54166666666666,20.541666666666668,60.416666666666664,0.0,8,gemma4-ctx:latest,0,10008
100.0,94.1718334809566,92.23300970873787,41.165048543689316,43.689320388349515,1.0,8,gemma4-ctx:latest,0,10009
17.116200000000003,56.707680443089004,68.42105263157895,20.842105263157894,31.57894736842105,0.125,8,gemma4-ctx:latest,0,10010
27.1362,71.4727928007606,70.73170731707317,38.24390243902439,36.58536585365854,0.0,8,gemma4-ctx:latest,0,10011
32.7104,86.59779959862387,94.66666666666667,9.186666666666667,12.0,0.25,8,gemma4-ctx:latest,0,10012
11.6874,50.61668185376747,68.57142857142857,17.599999999999998,5.714285714285714,0.125,8,gemma4-ctx:latest,0,10013
53.74353333333333,83.39004304651354,71.73913043478261,49.52173913043478,13.043478260869565,1.0,8,gemma4-ctx:latest,0,10014
16.733400000000003,62.97677420511487,95.3125,20.625,53.125,0.625,8,gemma4-ctx:latest,0,10015
82.02306666666667,59.525320865136,18.181818181818183,64.63636363636364,9.090909090909092,1.0,8,gemma4-ctx:latest,0,10016
7.7208,4.110972956170356,44.0,35.2,52.0,0.125,8,gemma4-ctx:latest,0,10017
90.04646666666667,9.207552977885358,31.25,28.1875,43.75,0.0,8,gemma4-ctx:latest,0,10018
44.4354,0.0,50.0,40.5,47.5,0.125,8,gemma4-ctx:latest,0,10019
27.9432,85.82180088680846,86.11111111111111,20.22222222222222,27.77777777777778,0.0,8,gemma4-ctx:latest,0,10020
59.58666666666667,0.0,28.125,55.34375,42.1875,0.375,8,gemma4-ctx:latest,0,10021
99.272,0.0,4.166666666666666,81.45833333333333,61.111111111111114,0.125,8,gemma4-ctx:latest,0,10022
13.538400000000001,66.75604405344914,95.38461538461539,11.4,70.76923076923077,0.5,8,gemma4-ctx:latest,0,10023
39.233466666666665,76.48828928231104,68.51851851851852,18.296296296296294,0.0,0.0,8,gemma4-ctx:latest,0,10024
10.6494,0.0,75.67567567567568,21.16216216216216,16.216216216216218,0.0,8,gemma4-ctx:latest,0,10025
7.742399999999999,0.0,54.166666666666664,24.75,8.333333333333332,0.125,8,gemma4-ctx:latest,0,10026
41.983066666666666,45.684346837918554,47.76119402985074,15.761194029850746,86.56716417910447,0.25,8,gemma4-ctx:latest,0,10027
2.7168,0.0,76.47058823529412,16.0,14.705882352941178,0.0,8,gemma4-ctx:latest,0,10028
100.0,0.0,30.208333333333332,30.010416666666668,10.416666666666668,0.0,8,gemma4-ctx:latest,0,10029
72.91466666666666,93.66617357001972,86.8421052631579,33.15789473684211,81.57894736842105,0.5,8,gemma4-ctx:latest,0,10030
69.48140000000001,0.0,21.875,25.78125,50.0,0.0,8,gemma4-ctx:latest,0,10031
28.9452,76.37108935724761,60.0,47.6,50.0,0.0,8,gemma4-ctx:latest,0,10032
40.65213333333333,77.90753957219803,41.37931034482759,58.03448275862068,34.48275862068966,1.0,8,gemma4-ctx:latest,0,10033
34.65173333333333,1.8597496154182824,37.704918032786885,27.40983606557377,47.540983606557376,0.25,8,gemma4-ctx:latest,0,10034
36.41153333333333,35.29340241687815,54.285714285714285,34.74285714285715,22.857142857142858,0.0,8,gemma4-ctx:latest,0,10035
100.0,38.408467887784894,28.888888888888886,44.8,52.22222222222223,1.0,8,gemma4-ctx:latest,0,10036
7.5378,41.350420887146534,92.40506329113924,2.3164556962025316,75.9493670886076,0.0,8,gemma4-ctx:latest,0,10037
18.9876,52.93996824218101,92.98245614035088,57.78947368421052,84.21052631578947,0.25,8,gemma4-ctx:latest,0,10038
54.19853333333333,21.63655419386035,35.18518518518518,29.166666666666664,62.96296296296296,0.0,8,gemma4-ctx:latest,0,10039
15.7962,42.074676187943936,55.769230769230774,75.92307692307693,78.84615384615384,0.625,8,gemma4-ctx:latest,0,10040
58.8904,23.377238445866254,39.34426229508197,24.86885245901639,42.62295081967213,0.0,8,gemma4-ctx:latest,0,10041
42.36293333333333,37.4008876803305,28.78787878787879,52.696969696969695,71.21212121212122,0.0,8,gemma4-ctx:latest,0,10042
51.81993333333334,75.93610798185144,65.0,5.733333333333333,15.0,1.0,8,gemma4-ctx:latest,0,10043
23.4456,82.27951760980135,80.0,25.075,27.500000000000004,0.125,8,gemma4-ctx:latest,0,10044
36.11006666666667,0.0,26.666666666666668,22.73333333333333,51.11111111111111,0.125,8,gemma4-ctx:latest,0,10045
42.81,0.0,13.333333333333334,40.733333333333334,51.11111111111111,0.0,8,gemma4-ctx:latest,0,10046
5.25,0.0,50.0,32.5,29.545454545454547,0.125,8,gemma4-ctx:latest,0,10047
46.246066666666664,92.79471541719847,88.0,15.0,8.0,1.0,8,gemma4-ctx:latest,0,10048
92.00086666666667,91.49098485718505,84.4155844155844,44.15584415584416,5.194805194805195,1.0,8,gemma4-ctx:latest,0,10049
